word,citedby_predict
ab,0.0
abdominal,0.0
aberrations,6.053599846272104
abilities,0.0
ability,6.55032798769112
ablation,0.0
abnormal,0.0
abnormalities,0.0
abortion,1.1744074675426388
abscess,0.0
absence,0.0
absolute,0.0
absorption,0.0
abundance,1.7597658598059747
abuse,5.187340613730899
ac,0.0
academic,0.0
acanthamoeba,7.620434035761868
accelerated,0.0
acceptability,2.6058153748892794
acceptable,3.1238261819985227
acceptance,5.4819245793530165
access,0.0
accessibility,0.0
accessory,0.0
accident,0.0
according,0.0
accounting,0.0
accumulation,4.012181615768341
accuracy,6.462754835143365
accurate,2.172820757983553
acemannan,3.194319004387603
acetaldehyde,6.824107769205896
acetate,0.0
acetic,0.0
acetonide,0.0
acetylcholine,2.0763328003753343
acetylcholinesterase,6.136138391023738
achieve,0.0
achievement,0.0
achieving,22.150803340860435
acid,0.0
acidic,0.0
acidilactici,2.233052891783242
acids,0.0
acinetobacter,1.4596761250841777
acne,3.703630268139964
acoustic,0.0
acquired,0.0
acquisition,0.0
acropora,0.0
acrylic,3.142552746826773
acrylonitrile,2.188586992132841
acting,1.8039980781865828
actinobacteria,0.0
actinobacterium,0.0
actinomycete,2.654090240396422
actinomycetes,0.0
action,0.0
activated,7.476201224344018
activates,0.0
activating,5.223513800331385
activation,2.8710072369326016
activator,2.802763318646485
active,8.376959373627075
activities,0.0
activity,4.039437853203163
actual,0.0
actuator,12.20502409650371
acute,1.3853071086195647
adaptation,2.539545297574894
adaptive,0.0
added,0.0
addiction,0.8968361728549854
adding,0.0
addition,0.0
additional,0.8011642416368516
additions,0.0
additive,5.454614948105219
additives,0.0
address,2.4998930522007714
addressing,5.670028438629408
adductor,1.1989609857128987
adenocarcinoma,0.0
adenoma,0.0
adenosine,0.850797056125867
adherence,0.0
adhesion,2.8043414314054784
adhesive,1.070853973872488
adhesives,0.0
adipogenesis,4.273620746188706
adipose,3.568829283600623
adjacent,3.94074746479873
adjunctive,0.0
adjustment,3.514081471666666
adjuvant,0.0
administered,1.069740638197289
administration,0.0
adolescent,0.0
adolescents,0.0
adopt,0.0
adoption,0.0
adrenal,0.0
adsorbent,0.0
adsorbents,0.0
adsorption,0.0
adsorptive,22.74844098838185
adult,1.565199300988352
adults,0.0
advanced,0.06813634932248076
advancement,0.0
advances,3.065717649470729
advantage,14.387718760290033
adversarial,0.0
adverse,0.0
aedes,0.0
aegypti,0.0
aerial,3.310744484055828
aerobic,5.6627919257588815
aerogel,4.91379218540717
aeromonas,7.27899544319366
aerosol,0.0
aeruginosa,104.14431163439879
affect,0.0
affected,0.0
affecting,0.0
affective,21.33842134165778
affects,0.0
affinity,1.4069222769118925
african,11.310260425432391
ag,51.697651242580754
agalactiae,0.0
age,3.6371518952782353
aged,0.0
ageing,0.34952479975754075
agenesis,2.3217304860321955
agent,0.0
agents,0.4035570267744648
aggregate,10.990537109862695
aggregates,0.0
aggregation,0.0
aging,0.0
agreement,3.7370325132870597
agricultural,0.0
agriculture,0.0
agroecology,0.0
aid,5.7850619135569525
aids,0.0
air,0.39179161945195246
airlift,0.0
airline,0.0
airway,0.0
aki,6.678023765476327
akt,5.9351233075999446
al,0.0
alba,4.195385832618904
albicans,7.0999005199493554
albumin,0.0
alcohol,0.0
aldosterone,0.0
algae,25.57027401545905
algal,3.292376080484139
alginate,0.0
algorithm,1.9725157765500068
algorithms,8.551564944043664
alkali,0.0
alkaline,2.384921279585109
alkaloids,0.0
alkyl,1.7215581439232035
allergen,0.0
allergens,1.7560163223256893
allergic,9.03848997926652
allergy,0.0
alleviates,0.0
allocation,0.0
allograft,2.9739523429959847
alloy,0.0
alloying,2.3351134374690123
alloys,0.0
alopecia,11.575970599092146
alpha,0.0
alteration,0.0
alterations,0.0
altered,0.0
alternative,0.0
alternatives,0.40198336678944635
alters,0.0
alu,0.1842129112975683
alumina,0.915648397557777
aluminium,0.0
aluminum,0.0
alveolar,0.0
ambient,0.5893390939207824
ambulatory,0.0
ameliorates,0.0
amelogenesis,0.0
amendment,7.51801311548791
amine,2.0483088110791554
amines,0.0
amino,1.182502699213579
ammonia,0.0
ammonium,0.0
amorphous,0.0
amphotericin,0.0
amplification,0.0
amplifier,0.0
amyloid,4.0271942584743
anaerobic,0.0
anal,0.0
analgesia,10.858449042957178
analgesic,1.0128740139615842
analogue,0.0
analogues,0.7959536246065939
analyses,5.444537918962169
analysis,1.3307159160545596
analytic,0.0020713986690836803
analytical,9.413090826657136
analytics,0.0
analyzing,0.0
anatomic,0.0
anatomical,0.0
anatomy,0.0
anchored,17.36087084098637
andaman,0.0
androgen,2.18815069166004
android,0.0
anemia,0.0
anesthesia,0.0
anesthetic,0.0
angiogenesis,0.0
angiotensin,0.0
angle,0.0
animal,4.018709786031687
animals,0.0
anion,0.0
anionic,0.041886054235483895
anisotropic,14.782302275967018
ankle,0.0
ann,0.0
annealing,3.0528369504399926
annotated,8.395612465060221
annotation,0.0
annual,0.0
annular,0.0
anode,5.380792265273953
anodes,0.0
anodized,0.0
anomalies,3.8132870329246553
anomalous,1.2758903018200467
anomaly,2.5356191427624233
anopheles,0.0
antagonist,0.0
antecedent,0.0
antecedents,0.0
antenatal,1.0837386967095142
antenna,0.0
anterior,0.0
anthocyanin,0.0
antibacterial,5.625728036356056
antibiotic,0.0
antibiotics,0.0
antibodies,16.40426982964852
antibody,12.36663650444392
anticancer,5.091498644305685
anticoagulants,0.0
anticoagulation,0.07961326381444701
antidiabetic,0.0
antifungal,5.366620686285427
antigen,26.295471744917027
antigens,0.0
antimalarial,0.0
antimicrobial,0.0
antioxidant,0.0
antioxidants,0.0
antioxidative,5.267675742438715
antiretroviral,0.0
antiviral,0.0
anxiety,12.701367137274833
aortic,0.2999418571065557
aphanothece,0.0
apical,1.2011045296743401
apis,0.0
apnea,0.8212175923171601
apoptosis,0.0
apoptotic,0.0
app,6.5796077823639925
appearance,0.0
application,0.0
applications,14.661011224993176
applied,0.0
applying,0.0
approach,3.6605088947588005
approaches,0.28358855668707145
appropriate,0.0
approximation,0.0
aquaculture,0.0
aquatic,0.15407650430344066
aqueous,0.0
aquifer,0.0
aquilaria,0.0
arabica,12.195000461547695
arbuscular,0.0
arc,0.0
arch,0.0
architectural,2.1585268874922683
architecture,0.7560103514988793
area,0.0
areas,8.399038258470341
arising,0.0
arm,0.0
army,0.0
aromatic,0.0
array,5.608318643611157
arrest,0.11000835247618156
arrhythmias,0.2649412468490342
arsenic,2.391175055597127
art,0.0
arterial,0.0
arteries,2.2815882758596424
artery,1.1758992800376096
arthritis,0.0
arthroplasty,2.780849675311621
arthroscopic,0.0
arthrospira,0.0
article,0.0
artificial,1.58445314713874
arvensis,3.2888243395847705
ascorbic,11.510422330753876
asean,0.0
ash,10.936618761665935
asia,1.5535763207043125
asian,5.332623309824252
asians,0.0
asiatic,0.0
asiatica,4.478540469438292
asiaticoside,11.272300759723468
aspect,3.4977353984217565
aspects,0.0
aspergillosis,7.827006299485748
aspergillus,0.0
assay,7.039906275300203
assays,0.0
assemblage,0.0
assembly,0.0
assess,0.0
assessed,0.0
assessing,2.837590219800031
assessment,2.1874423540654906
assessments,4.932459547229138
asset,2.570195132892628
assignment,2.9522757586938786
assist,0.0
assistance,0.0
assisted,0.0
assistive,0.0
associated,0.3020863113787001
association,2.135882547520196
associations,5.9597791978571
astaxanthin,0.0
asthma,0.0
asymmetric,0.0
asymptomatic,0.0
athletes,0.0
atmosphere,0.0
atmospheric,0.13161744384009672
atom,1.7344253166153891
atomic,0.0
atomistic,2.5821819766267087
atopic,3.096806771602913
atrazine,0.0
atresia,0.0
atrial,0.0
attachment,0.0
attack,0.0
attempts,9.891092366402754
attending,1.3061380001012934
attention,4.19821663690362
attentional,0.0
attenuated,10.163948165338596
attenuates,4.952907483588869
attenuation,1.356968154284308
attitude,0.0
attitudes,4.630557799052174
attributes,0.0
atypical,3.652570354628813
au,0.0
audit,1.3942296270828738
augmentation,7.824225795420558
augmented,0.0
aureobasidium,3.3366963968285632
aureus,14.385616289369413
australia,0.0
authentic,0.0
authentication,0.0
author,0.0
autism,0.0
autochthonous,5.468923797638206
autoimmune,0.0
autologous,3.5183435872886455
automated,12.348821648486199
automatic,2.4232045330218
automotive,0.9010633334093914
autonomic,0.0
autonomous,0.0
autophagy,24.262435146394953
autosomal,6.04751679175893
availability,0.0
available,6.9102119800320025
avian,0.0
avoidance,0.0
awareness,0.0
axial,5.756721986041387
axis,11.363928292042138
ayutthaya,8.524467238800417
bacillus,0.0
background,0.0
bacteria,10.034950234226894
bacterial,9.338934449285638
bacterium,11.390045498755496
bagasse,5.1324832514943175
balance,0.4326278282953059
balancing,3.3787593950316506
bamboo,2.9289514266505803
banana,0.0
band,0.0
bandon,13.250114917854816
bangkok,0.0
bangladesh,0.0
barcoding,0.0
bariatric,0.5425852678039834
barium,0.0
bark,0.0
barrier,0.0
barriers,0.0
bars,0.0
basal,0.0
base,2.231859079327525
based,0.0
baseline,0.0
basic,4.748442586414845
basil,2.448330564432074
basin,0.0
basis,0.0
bat,0.0
batch,0.0
bats,0.0
batteries,33.50405322451804
battery,3.0776240973258755
baumannii,7.354265613692449
bay,0.0
bayesian,3.0497493710528985
beach,0.0
beaches,0.0
bead,0.0
beads,0.0
beam,0.0
beams,0.0
bean,0.0
bearing,7.658193524385136
bed,0.0
bee,0.8759496025055098
behavior,0.0
behavioral,0.0
behaviors,4.098257709076103
behaviour,11.143667863430581
behaviours,0.0
beijerinckii,2.176420209379867
beliefs,0.0
belt,0.0
bending,0.0
beneficial,0.0
benefit,0.0
benefits,0.0
bengal,0.0
benign,1.8978795225649778
benthamiana,10.368265807570001
best,0.0
beta,0.0
better,0.0
beverage,0.0
beverages,1.4956857095585665
bias,2.465003633762411
bibenzyl,4.029435497927502
bibliometric,0.0
bicarbonate,1.4881560672200143
bidding,43.97915646526427
bidirectional,0.0
bifunctional,14.547002427511146
big,0.0
bilateral,0.0
bile,0.0
biliary,0.3155969902969582
bimetallic,13.245367827540692
binary,1.565964219812063
binder,0.0
binding,2.1505985576530295
bioaccumulation,2.6644090416698347
bioactive,0.0
bioactivity,0.0
bioaugmentation,2.887267698645471
bioavailability,12.126822703957455
biochar,9.471155725217741
biochemical,0.0
biocompatibility,0.29610926499115686
biocompatible,0.0
biocomposite,41.547456732997766
biocomposites,1.632213334098343
biocontrol,0.0
biodegradability,7.68446242457256
biodegradable,0.0
biodegradation,2.8864516891299163
biodiesel,10.134783817683122
biodiversity,0.0
bioeconomy,0.0
bioenergy,0.0
bioethanol,13.921171820862684
biofilm,0.0
biofilms,0.0
biofuel,4.490695410430646
biofuels,0.0
biogas,0.0
biohydrogen,3.937081366620095
biological,2.0213645378924694
biologics,11.039576770846898
biology,3.4685132760925548
biomarker,0.0
biomarkers,8.375673811256569
biomass,7.795741630783866
biomechanical,2.8179897591714242
biomedical,5.022892502607431
biopolymer,11.212418498781268
bioprinting,15.424703906715566
biopsy,0.35605920538872193
bioreactor,5.6707785015321095
bioreactors,0.0
biorefinery,0.0
biosensor,50.51442682418167
biosensors,0.0
biosorption,0.0
biosurfactant,0.0
biosynthesis,0.0
biosynthetic,0.0
biotechnology,7.62373637444134
biphasic,0.6989608528162321
bipolar,40.728375059852844
birth,1.912974720593469
bismuth,7.478525660136061
bisphenol,9.974419156779927
bite,0.0
black,3.1442286721907
bladder,0.0
bleached,1.0067145613201438
bleaching,0.7042027359137046
bleeding,0.0
blend,4.322876066945238
blended,0.0
blending,15.669988497751126
blends,1.6135418850082848
blind,0.0
block,1.4485969634046996
blockade,0.0
blockchain,69.15101643351807
blocking,0.0
blocks,0.0
blood,0.0
blue,5.476457424804418
boar,0.0
board,4.113028889189218
boards,0.5140709990653041
body,0.0
bond,0.0
bonded,0.4174860031109433
bonding,3.0821800797743695
bone,3.906216714878126
boost,0.0
booster,0.0
boosting,0.0
border,1.4439221835067344
boron,0.0
botulinum,0.5206092660836694
bound,8.44419132380895
boundary,0.0
bounds,0.0
bovine,0.0
bowel,31.060297943353827
box,0.0
boy,0.7354301367493067
bpmn,0.0
brachysoma,0.0
braconid,4.1921555487225595
brain,0.0
brake,0.0
bran,0.14943979244643013
branch,0.0
brand,0.0
breakdown,0.0
breaking,0.0
breast,0.0
breastfeeding,0.0
breath,1.0860562468535624
breathing,1.8696114475408288
brick,0.0
bricks,0.0
bridge,0.0
brief,15.878093786239633
brine,0.7753721060882071
broiler,0.0
broilers,2.735037074207046
broken,0.0
broodstock,3.710287491794722
brugada,0.0
bubble,0.0
buckling,0.0
buddhist,0.0
budget,0.7524837878076696
buffalo,0.0
building,0.0
buildings,19.475586315151954
built,0.0
bunch,0.0
bundles,0.0
burden,28.042087219459415
buri,0.0
buriram,0.0
burn,0.0
burning,1.9094971805178547
bus,0.0
business,37.20335493779745
businesses,0.0
butanol,0.0
bypass,0.0
cadaveric,0.0
cadmium,4.8692203436940815
caenorhabditis,7.075617981594557
cage,0.0
calcarifer,0.0
calcination,0.0
calcined,13.36968633403367
calcium,0.0
calculation,0.0
calculations,0.0
cambodia,5.161898779233095
camera,0.0
campylobacter,0.0
canal,5.565618242908777
cancer,3.260966381935643
cancers,8.187613147902027
candida,5.315760290986775
candidate,0.0
candollei,2.7086461985889914
canine,0.0
cannabidiol,4.152941974738532
cannabis,0.0
cao,4.351583556527697
capabilities,0.0
capability,6.692789317963521
capacity,5.724000884967226
capillary,0.0
capital,0.0
capsule,10.262044853348524
captive,0.0
capture,7.451237232649592
capturing,0.0
car,8.541276024019792
carbide,3.355406048458583
carbohydrate,5.650141589839078
carbon,0.0
carbonate,4.206260366183613
carbonization,17.558484319776827
carbonized,0.0
carboxymethyl,2.901403864661795
carcass,0.0
carcinoma,1.0783529298761534
cardiac,0.0
cardiomyopathy,0.0
cardiovascular,20.102899941215014
care,0.0
caregivers,0.0
caries,2.665215133098213
carlo,0.0
carotenoid,0.0
carotenoids,4.649822632330165
carotid,0.0
carrier,2.6425286377945945
carriers,2.2724082137535815
carrying,0.0
cartilage,0.7820150771021204
cascade,4.714559010390996
case,0.0
cases,3.2854076229739215
cassava,3.5642522503183525
cast,0.0
casting,0.0
cat,0.6397108537530263
catabolite,0.0
catalysis,7.23084199652961
catalyst,0.0
catalysts,1.3321540002114394
catalytic,0.08344542562163046
catalyzed,0.0
catfish,0.0
catheter,0.0
cathode,0.0
cation,0.0
cationic,0.0
cats,1.6311753665793682
cattle,0.0
causal,1.0354679773412592
cause,0.4502776419562311
caused,0.2668070420981518
causes,1.7277437712775858
causing,0.0
cavity,0.0
cbct,0.0
cd,5.619096576244311
cecal,0.0
ceftriaxone,5.464651601043236
cell,0.0
cells,0.0
cellular,0.0
cellulose,8.121193077709371
cement,4.342943166167888
cementitious,4.871235383506373
cements,0.0
centella,4.8336788973335
center,0.0
centers,1.4619164842853454
central,0.0
centralized,4.086830367446911
century,0.0
cephalometric,2.304649532805439
ceramic,0.0
ceramics,0.0
cerebral,0.0
cereus,1.5929220277238458
cerevisiae,0.3234181750344023
ceria,12.422967268624054
cerium,8.561227615553266
ceropegia,0.0
certification,0.0
cervical,1.00502926740846
cesarean,1.8228191897708244
cesium,0.0
cessation,0.0
cfd,3.584600887804153
chain,0.0
chains,0.0
chair,0.0
chalcone,5.917335702177734
chalcones,0.0
challenge,0.0
challenged,0.0
challenges,30.021463520942433
chamber,0.0
change,0.0
changes,0.0
changing,0.10952006913189027
channel,3.6870085241166604
channels,0.0
chao,0.0
chapter,0.0
characterisation,0.0
characteristic,0.0
characteristics,4.781990784185633
characterization,0.0
characterizations,3.7881311628194396
characterizing,11.738154578946421
charcoal,0.49640812430741804
charge,0.0
charged,0.0
charging,0.0
chebyshev,0.0
checking,0.0
checklist,5.9140418740496905
checkpoint,0.0
chelation,9.844479443331092
chemical,0.0
chemicals,0.9330958625290389
chemistry,0.0
chemometrics,4.253421966909849
chemosensor,0.0
chemotherapeutic,0.0
chemotherapy,0.06439963964868342
chest,4.096446279451135
chi,0.0
chiang,0.0
chicken,2.042614952094196
chickens,0.0
chikungunya,5.305259479059115
child,1.606103924276935
childhood,0.0
children,0.0
chilled,16.831574471547526
chimeric,0.0
china,0.0
chinensis,0.0
chinese,0.0
chiral,0.0
chitin,0.0
chitosan,0.0
chlorella,6.920574197281424
chlorhexidine,0.0
chloride,0.0
chlorococcum,0.0
chlorogenic,3.4661789509387915
choice,0.0
cholangiocarcinoma,0.0
cholesterol,0.0
cholinesterase,0.0
choroidal,1.3376417279264072
chromatographic,0.0
chromatography,0.0
chromium,0.0
chromosome,0.0
chronic,5.679154138390946
chronological,0.0
chula,0.0
chulalongkorn,0.0
cigarette,0.0
cinnamon,42.359313654438765
circovirus,22.532519778376933
circuit,0.0
circular,3.747939765616707
circulating,0.0
circulation,0.0
cirrhosis,0.0
cities,5.150769798279996
citizens,0.0
citrate,1.5328497651553348
citrus,0.0
city,0.0
civil,0.0
class,0.0
classes,0.0
classical,0.0
classification,0.0
classifier,1.0056377843883744
classifying,0.0
classroom,0.9099034446495283
clay,0.0
clays,4.9802650516343965
clean,2.865101964533303
cleaning,0.0
clear,0.0
clearance,0.0
cleft,0.0
cleistocalyx,0.892119829328438
clerodendrum,0.0
climate,4.8213894379067375
clinic,0.0
clinical,2.9581305267663986
clinically,0.0
clinics,1.4763203907439646
clitoria,3.528401775878862
cloning,0.0
closed,0.0
clostridium,4.078412640290212
closure,0.0
cloud,2.0153698323058884
cluster,1.2900293903412972
clustering,0.0
clusters,3.129358923851878
cms,0.0
cnc,0.0
cnn,0.8964691576684002
cns,0.0
coagulation,0.0
coal,0.0
coast,1.2063165145518953
coastal,0.0
coated,0.0
coating,0.0
coatings,1.6821999832766183
cobalt,0.0
cobra,0.0
cocktail,11.536704197456862
coconut,0.0
code,0.0
codes,0.0
coding,0.0
coefficient,0.7907271670290348
coexistence,0.0
coexisting,17.194137471638896
coffee,0.0
cognition,0.0
cognitive,4.2549912058209935
coherence,0.0
cohesive,0.0
cohort,5.665598021905947
coils,0.0
coinfection,0.0
coir,0.0
coke,0.0
cold,2.9921825418132046
coli,0.0
colistin,0.9301083468770572
colitis,7.152452169665413
collaboration,0.0
collaborative,4.401500082662181
collagen,0.0
collected,0.0
collection,0.0
collective,0.0
college,0.29236141339427973
collision,3.927267639254278
collisions,8.418581713318623
colloidal,6.917464956726267
colon,0.0
colonic,0.0
colonization,9.440697157192043
colonoscopy,0.5128106076968266
colony,0.0
color,3.713111426155387
colorectal,0.0
colored,0.0
colorimetric,10.218650703306718
colostrum,0.0
colour,2.441097826142139
coloured,0.0
column,0.0
columnare,0.0
columns,0.0
combination,1.7185284645551948
combined,0.0
combining,0.0
combustion,15.496673464493416
comfort,4.259840748963954
comment,0.0
comments,5.670435215369333
commercial,0.0
commercially,0.0
commitment,0.0
common,3.3865224466311146
communication,0.0
communications,0.0
communities,8.467442019200568
community,0.0
commutative,0.0
comorbidities,0.0
compact,0.0
companies,4.592153244710099
company,0.0
comparable,9.707242054186771
comparative,0.0
compared,6.052249684834684
comparing,0.0
comparison,0.0
comparisons,0.0
compatibility,0.0
compatibilizer,0.0
compensation,0.0
compensatory,39.70474068683253
competence,1.5926874169155625
competencies,5.338160259679875
competency,0.0
competition,0.0
competitive,5.031251161232109
complementary,0.0
complete,0.0
completion,0.0
complex,2.3221018214850675
complexation,0.0
complexes,0.0
complexity,0.0
compliance,0.0
complicated,1.954391694867597
complication,0.5834717316336266
complications,6.080478792138301
component,0.9717954408739011
components,1.8963087810233072
composite,0.0
composites,0.0
composition,13.575981898042018
compositions,0.0
compound,0.0
compounds,0.529770595792318
comprehension,0.0
comprehensive,0.0
compressed,0.0
compression,4.619203256836015
compressive,1.3186230743721408
computation,0.0
computational,1.257685193919924
computed,0.0
computer,0.0
computerized,0.0
computing,0.0
concentrate,0.9151995657599372
concentrated,0.0
concentration,0.0
concentrations,2.652110551464192
concept,0.0
concepts,0.0
conceptual,0.0
concern,1.7746556774584143
concerns,0.0
concomitant,2.807727550818872
concrete,13.006448369740358
concurrent,1.9694476879570775
condition,0.0
conditional,0.0
conditioner,0.0
conditions,9.337010406150268
conducting,0.0
conductive,0.9455369936846976
conductivity,0.0
cone,11.54655359063691
conference,0.0
confidence,0.0
configuration,16.87214616206754
configurations,4.243032076033908
confined,1.1208809144992151
confinement,6.398662978658199
confirmatory,0.0
confirmed,0.0
conflict,2.7664498325026665
congenital,0.0
conjugate,0.0
conjugated,4.513775063415042
connected,1.2397464880952542
connections,0.6177740642333536
connectivity,6.958170283208329
consensus,38.94186497190649
consequence,0.3492956026268233
consequences,0.0
conservation,0.0
conserved,0.0
consideration,0.0
considerations,1.3600874328735044
considering,0.0
consortium,14.294607020746788
constant,0.0
constituents,0.0
constitutional,1.7052494690679254
constrained,0.0
constraints,0.0
construct,0.0
constructed,0.0
constructing,4.775321652616388
construction,4.671683084848786
consumer,8.083674735232806
consumers,0.0
consumption,5.673618646567959
contact,0.0
containing,0.0
contaminated,0.0
contamination,0.4962543581179516
contemporary,0.0
content,0.0
contents,0.0
context,32.12905368878315
contextual,0.0
continuance,4.2434530253584635
continuity,0.0
continuous,0.0
contraceptive,0.0
contract,0.0
contribute,9.94927088105847
contributes,0.0
contributing,4.079248404015432
contribution,2.205497872060482
control,1.0168380120262586
controllable,4.88326812472143
controlled,0.0
controller,0.0
controlling,2.701530979190027
controls,2.8210447002018584
convenience,1.0001268071623801
conventional,3.9012010249031763
convergence,0.0
conversion,3.674665524731387
converters,0.0
converting,1.6064660019924872
convex,0.0
convolution,0.719365104799957
convolutional,0.0
cooking,12.167541300950568
cooling,0.0
cooperation,0.0
cooperative,0.0
coordination,2.761186151880313
coping,0.0
copolymer,0.0
copolymerization,0.0
copolymers,1.742229632817672
copper,0.0
coral,0.0
corals,1.9784632444448258
core,4.179711964795118
corn,0.0
corneal,0.0
corona,0.0
coronary,0.0
coronavac,2.5600595542370197
coronavirus,55.57846432379742
corporate,7.4203000525461
corpus,0.0
correction,0.0
correlated,0.0
correlates,7.259361902970536
correlation,0.0
correlations,0.0
corridor,2.2286747483072866
corrigendum,0.0
corrosion,0.0
cors,1.3218300348381828
cortex,19.089320059642546
cortical,0.0
corticosteroid,9.97634632603638
cortisol,5.639895466776364
cosmetic,0.0
cost,0.0
costs,2.0476020860342232
cotton,0.0
count,0.0
counting,0.0
countries,8.431405097134345
country,0.0
couple,2.810090398541817
coupled,5.144791668741208
coupling,0.7334540439029138
course,0.7885147860582771
cover,0.0
coverage,0.0
covid,0.0
cows,1.2158520141809968
crab,1.9449048355206464
crack,9.366474937890148
cracked,0.0
cracking,4.535943085242101
cracks,0.0
craniofacial,0.0
cream,0.0
creating,0.0
creation,2.298089304807259
creative,0.0
crisis,0.0
criteria,0.0
criterion,17.50305378372593
critical,9.037357278640012
critically,2.9888278944825464
crocodiles,0.12907380115138406
crop,2.8258200678729755
cross,0.0
crossbred,0.0
crosslinked,5.6001960919460085
crosslinking,0.0
crossover,1.7025536055055706
crucial,0.0
cruciate,0.0
crude,7.306845937601925
cryopreservation,0.5289506884223402
cryptic,0.2505176989264127
crystal,0.0
crystalline,1.4353153032684438
crystallization,7.863857951590189
csr,0.0
ct,17.610572281878646
cu,0.0
cubic,0.0
culex,6.336646804699286
culicoides,4.182447346718295
cultivars,0.0
cultivated,3.414198190279203
cultivation,6.763100859678389
culturable,15.04200621332831
cultural,0.0
culture,0.0
cultured,0.0
cultures,2.2019943462855873
cuo,0.0
curcuma,1.2308383765968844
curcumin,18.722633981432512
cure,0.0
curing,0.0
current,21.984812973783722
curve,0.0
curved,0.0
curves,0.0
customer,0.0
cutaneous,3.4548651808388215
cutting,0.0
cyanide,0.956268019164415
cyanobacteria,0.0
cyanobacterial,0.0
cyanobacterium,0.041660540257631176
cyber,0.0
cycle,5.100871542862482
cycles,0.0
cyclic,0.3931699816445834
cycling,8.627258461522246
cyclodextrin,3.9923369614103543
cylindrical,0.0
cynomolgus,0.0
cystic,0.0
cysts,0.0
cytochrome,0.0
cytokine,9.012883684622032
cytokines,2.498768093892855
cytomegalovirus,0.0
cytotoxic,0.0
cytotoxicity,3.4250755099804358
daily,6.8613021758849015
dairy,0.0
damage,0.0
dance,0.0
dark,0.0
data,0.0
database,1.3629899063890922
dataset,0.05039564490005203
datasets,3.3092162696912992
dating,1.178583047526244
days,1.1870465994388115
dc,2.3757236487712365
deactivation,0.0
death,0.0
decades,0.0
deciphering,0.0
decision,0.0
decisions,3.0882146328407583
decline,1.1237316151929537
decomposition,0.0
decompression,0.0
decontamination,6.428890663940097
decorated,0.0
decrease,3.090333007312394
decreased,0.0
decreases,0.0
deep,8.581180962686558
defatted,0.9296043920081171
defect,6.7501210620397645
defective,0.0
defects,0.0
defense,12.988882239378258
defenses,14.846506090942
deficiency,0.0
deficient,6.067433436586871
deficit,0.0
deficits,0.0
defined,0.0
defining,3.494551528296527
deformation,0.0
degeneration,2.300830182689591
degenerative,0.0
